W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0001513,TEA BUNS,"1938 SHATTUCK AVE
BERKELEY, CA
(37.87310599400007, -122.26852334099999)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001002,TEA FEVER,"2202 SHATTUCK AVE
BERKELEY, CA
(37.86904880900005, -122.26810390999998)",02/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001363,TEA FRAGRANCE HOUSE,"1301 SAN PABLO AVE
BERKELEY, CA
(37.88035154200003, -122.295676862)",03/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000108,TEANCE FINE TEAS,"1780 4TH ST
BERKELEY, CA
(37.87044998400006, -122.3008218)",04/25/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000305,TEA PRESS,"2552 BANCROFT WY
BERKELEY, CA
(37.86886329200007, -122.25783592699997)",03/10/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001192,TELEGRAPH MARKET & DELI,"2552 TELEGRAPH AVE
BERKELEY, CA
(37.86426684000003, -122.25858375799999)",06/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000018,TEMARI,"2215 SAN PABLO AVE
BERKELEY, CA
(37.86589040500007, -122.29100666299996)",10/22/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000527,THAI BASIL CUISINE OF THAILAND,"2519-F DURANT AVE
BERKELEY, CA
(37.86790330400004, -122.25851855599996)",10/16/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000667,THAI DELIGHT CUISINE CO. LTD,"1700 SHATTUCK AVE
BERKELEY, CA
(37.87637732200005, -122.26895429399997)",05/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000074,THAI NOODLE,"1936 SHATTUCK AVE
BERKELEY, CA
(37.87322583100007, -122.26854408199995)",12/08/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000774,THAI NOODLE II,"2426 TELEGRAPH AVE
BERKELEY, CA
(37.86640317000007, -122.25876351399995)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000156,THE ACME BREAD CO.,"1601 SAN PABLO AVE
BERKELEY, CA
(37.87496116700004, -122.29395765699996)",03/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000100,THE ALBATROSS,"1822 SAN PABLO AVE
BERKELEY, CA
(37.870740359000024, -122.29276158899995)",09/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001213,THE BLEEKER BISTRO,"2498 TELEGRAPH AVE
BERKELEY, CA
(37.86533385300004, -122.25855379799998)",11/24/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000487,THE BOOT STRAPPER,"2836 SACRAMENTO ST
BERKELEY, CA
(37.856223913000065, -122.27974310899998)",06/23/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001486,THE CAMPUS STORE,"1804 EUCLID AVE
BERKELEY, CA
(37.87583459700005, -122.26030296199997)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000419,"THE CHEESE BOARD, INC.","1504 SHATTUCK AVE
BERKELEY, CA
(37.87996668000005, -122.26936335399995)",12/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000420,THE CHEESE BOARD PIZZA,"1512 SHATTUCK AVE
BERKELEY, CA
(37.879896521000035, -122.26935749199998)",12/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000455,THE CHEESE STEAK SHOP,"1054 UNIVERSITY AVE
BERKELEY, CA
(37.86884370300004, -122.29306463899997)",04/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000271,THE HOMEMADE CAFE,"2454 SACRAMENTO ST
BERKELEY, CA
(37.86228722000004, -122.28123416099999)",01/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000654,THE JAZZ CAFE,"2087 ADDISON ST
BERKELEY, CA
(37.871127526000066, -122.26867313699995)",11/18/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000421,THE JUICE BAR COLLECTIVE,"2114 VINE ST
BERKELEY, CA
(37.88027318700006, -122.26865585299998)",09/29/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000056,THE JUPITER,"2181 SHATTUCK AVE
BERKELEY, CA
(37.86980816300007, -122.26781468699994)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001019,"THE LOCAL BUTCHER SHOP, LLC","1600 SHATTUCK AVE
BERKELEY, CA
(37.878136856000026, -122.26914442099996)",03/03/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001079,THE MARSH A BREEDING GROUND FOR NEW PERFORMANCE,"2120 ALLSTON WAY
BERKELEY, CA
(37.86948322000006, -122.26708529299998)",10/09/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001131,THE MELT,"2400 TELEGRAPH AVE
BERKELEY, CA
(37.866743093000025, -122.25883265099998)",12/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001245,THE MIX PLUS,"2235 MILVIA ST
BERKELEY, CA
(37.86772483800007, -122.27028517899998)",06/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000573,THE PASTA SHOP & WILLY'S PROD.,"1786 FOURTH ST
BERKELEY, CA
(37.87042324600003, -122.30080896399994)",01/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000690,THE PHOENIX PASTIFICIO,"1250 ADDISON ST
BERKELEY, CA
(37.868752673000074, -122.28697598199994)",04/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001296,THE QUICK COOK (WITHIN REACH LLC),"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001341,THE RARE BARREL,"940 PARKER ST
BERKELEY, CA
(37.85867226600004, -122.29213990199997)",03/26/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001280,THE SANDWICH SPOT,"2106 SHATTUCK AVE
BERKELEY, CA
(37.87086941500007, -122.26830440699996)",03/11/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000094,THE SMOKE HOUSE,"3115 TELEGRAPH AVE
BERKELEY, CA
(37.85310975700003, -122.26008556399995)",01/28/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000099,THE SPANISH TABLE,"1814 SAN PABLO AVE
BERKELEY, CA
(37.87102036400006, -122.29286183699998)",05/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001504,THE SPORTS BASEMENT,"2727 MILVIA ST
BERKELEY, CA
(37.85958396700005, -122.26935528799999)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001347,THE STATION,"2984 RUSSELL ST
BERKELEY, CA
(37.85897325700006, -122.24501794399998)",07/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000132,THE STUFFED INN,"1829 EUCLID AVE
BERKELEY, CA
(37.875655993000066, -122.26020501799997)",05/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000585,THE SUNNY SIDE CAFE,"2136 OXFORD ST
BERKELEY, CA
(37.87021887700007, -122.26593440799996)",02/20/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000648,THE VAULT CAF�,"3250 ADELINE ST
BERKELEY, CA
(37.849442734000036, -122.27128075099995)",11/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001491,THE WHOLE CAKE,"1609 SAN PABLO AVE
BERKELEY, CA
(37.87478141100007, -122.29389773799994)",01/07/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000409,THE XOCOLATE BAR,"1709 SOLANO AVE
BERKELEY, CA
(37.89122793000007, -122.28238068199994)",09/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000089,THREE STONE HEARTH COMM. KITCHEN,"1581 UNIVERSITY AVE
BERKELEY, CA
(37.870667765000064, -122.28062229999995)",02/19/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001484,TIA'S,"2177 KITTREDGE ST
BERKELEY, CA
(37.86871182400006, -122.26644688099998)",03/03/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000520,TIKKA KORNER PAKISTANI & INDIAN REST.,"2101 UNIVERSITY AVE
BERKELEY, CA
(37.872257914000045, -122.26810275799994)",06/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001209,TIMELESS HARVEST LLC,"2556 TELEGRAPH AVE
BERKELEY, CA
(37.863925764000044, -122.25863330599998)",02/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000472,TIP TOP LIQUORS & DELI  1099/1615,"3012 SAN PABLO AVE
BERKELEY, CA
(37.85158021700005, -122.28658190099998)",03/04/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001005,TIVOLI CAFE,"2554 BANCROFT WAY
BERKELEY, CA
(37.868873663000045, -122.25779559699998)",01/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001355,TOGOS #335043,"2172 SHATTUCK AVE
BERKELEY, CA
(37.86974478800005, -122.26803362099997)",12/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000165,TOKYO FISH MARKET,"1220 SAN PABLO AVE
BERKELEY, CA
(37.88148999600003, -122.29623110899996)",05/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000561,TOMATE CAFE,"2265 FIFTH ST
BERKELEY, CA
(37.863521314000025, -122.29742717799996)",01/08/2011,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000180,TOOT SWEET BAKERY & DONUT,"1277 GILMAN ST
BERKELEY, CA
(37.881503964000046, -122.29017194)",01/29/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000763,TOP DOG,"2534 DURANT AVE
BERKELEY, CA
(37.86799331900005, -122.257436085)",02/25/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000553,TOP DOG,"2503 HEARST AVE
BERKELEY, CA
(37.87515820800007, -122.25971299399998)",10/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000586,TOP DOG #5,"2160 CENTER ST
BERKELEY, CA
(37.87052373000006, -122.26623606099997)",04/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000912,TORINO BAKING,"2316 HASTE ST
BERKELEY, CA
(37.865528092000034, -122.26240353999998)",03/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001196,TOSS NOODLE BAR,"2272 SHATTUCK AVE
BERKELEY, CA
(37.86802788800003, -122.26801403199994)",07/14/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0001459,TOWNIE,"1799 UNIVERSITY AVE
BERKELEY, CA
(37.87133839300003, -122.27546353399998)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000150,TOYO,"1463 SHATTUCK AVE
BERKELEY, CA
(37.880834348000064, -122.26916516199998)",05/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000084,TRADER JOE'S,"1885 UNIVERSITY AVE
BERKELEY, CA
(37.87159830500008, -122.27337294299997)",05/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000199,TRATTORIA LA SICILLIAN,"2993 COLLEGE AVE
BERKELEY, CA
(37.85639445100003, -122.25295486099998)",02/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001190,T-REX BBQ,"1300 TENTH ST
BERKELEY, CA
(37.87998050700003, -122.29692132599996)",01/08/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000072,TRIPLE ROCK BREWERY,"1920 SHATTUCK AVE
BERKELEY, CA
(37.87343554600005, -122.26857404099997)",01/20/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001009,TROY,"2985 COLLEGE AVE
BERKELEY, CA
(37.85643478000003, -122.25296523199995)",10/20/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001244,TROY 2,"1843 SOLANO AVE
BERKELEY, CA
(37.89141805600008, -122.27884087199999)",05/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000451,TRUMPETVINE CATERING,"2533 7TH ST
BERKELEY, CA
(37.85877045600006, -122.29357740399996)",07/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001221,TSUNAMI DOGS,"2109 MILVIA ST
BERKELEY, CA
(37.87056406000005, -122.27056518399996)",05/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000770,T-TOUST,"2433 DURANT AVE
BERKELEY, CA
(37.867732129000046, -122.25992775999998)",02/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000351,TUK TUK THAI CAFE,"2468 SHATTUCK AVE
BERKELEY, CA
(37.864586022000026, -122.26765336799997)",07/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001525,TUPPER AND REED,"2271 SHATTUCK AVE
BERKELEY, CA
(37.86813389800005, -122.26762456099999)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000076,TURKISH KITCHEN INC.,"1984 SHATTUCK AVE
BERKELEY, CA
(37.87255520300005, -122.26844383299999)",10/23/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001096,TWISTED THISTLE APOTHICAIRE,"2508 CHANNING WAY
BERKELEY, CA
(37.86694359100005, -122.25829568699999)",12/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000045,U A CINEMA'S 5,"2274 SHATTUCK AVE
BERKELEY, CA
(37.86781586800004, -122.26792300199997)",02/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001432,U CAFE,"2550 DURANT AVE
BERKELEY, CA
(37.86806360800006, -122.25689566499994)",11/06/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000083,UDUPI PALACE,"1901 03 UNIVERSITY AVE
BERKELEY, CA
(37.863155379000034, -122.31715148699999)",01/07/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000452,UNCOMMON CAFE,"2817 7TH ST
BERKELEY, CA
(37.85454042900005, -122.29221771199997)",01/05/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000026,UNIVERSITY CHEVRON,"1500 UNIVERSITY AVE
BERKELEY, CA
(37.870383152000045, -122.281555648)",08/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001108,UNIVERSITY LUTHERAN CHAPEL OF BERKELEY,"2425 COLLEGE AVE
BERKELEY, CA
(37.86665782500006, -122.25408524899996)",03/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000259,UNIVERSITY SHELL,"1250 UNIVERSITY AVE
BERKELEY, CA
(37.86967334600007, -122.28709581899994)",07/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000438,URBANN TURBANN,"1870 EUCLID AVE
BERKELEY, CA
(37.875284959000055, -122.26021308399999)",10/22/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000125,USCA-CENTRAL KITCHEN,"2424 RIDGE RD
BERKELEY, CA
(37.875903734000076, -122.26116602099995)",01/21/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000281,U.S. LIQUOR 1099/1616,"2997 SACRAMENTO ST
BERKELEY, CA
(37.85339851800006, -122.27893651099998)",06/23/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000251,VALERO 1099/1616,"1894 UNIVERSITY AVE
BERKELEY, CA
(37.87144325100007, -122.27338596999999)",01/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000223,VANESSA'S BISTRO,"1715 SOLANO AVE
BERKELEY, CA
(37.891238300000055, -122.28221129599996)",08/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000785,VENUS RESTAURANT,"2327 SHATTUCK AVE
BERKELEY, CA
(37.86705536200003, -122.26752546499995)",11/05/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001273,VIETNAM VILLAGE,"2521 DURANT AVE E
BERKELEY, CA
(37.867978340000036, -122.25798341899997)",01/08/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000567,VIK'S CHAAT CORNER,"2390 FOURTH ST
BERKELEY, CA
(37.861480622000045, -122.29793187699994)",12/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000560,"VIK'S MARKET, LLC","2380 FOURTH ST
BERKELEY, CA
(37.861480622000045, -122.29793187699994)",07/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000119,VIRGINIA BAKERY,"1690 SHATTUCK AVE
BERKELEY, CA
(37.87683593000003, -122.26900384199996)",04/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000480,VITAL VITTLES,"2810 SAN PABLO AVE
BERKELEY, CA
(37.85575032500003, -122.28795196399994)",03/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000314,WALGREENS #10045/TEL,"2310 TELEGRAPH AVE
BERKELEY, CA
(37.86815348600004, -122.25912302599994)",01/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000957,WALGREENS #13858/1607SHA,"1607 SHATTUCK AVE
BERKELEY, CA
(37.87799512500004, -122.26895544599995)",11/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001114,WALGREENS #15025/2190SHAT,"2190 SHATTUCK AVE
BERKELEY, CA
(37.86956272700007, -122.26804399099996)",02/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000617,WALGREENS #2314/GILM,"1050 GILMAN ST
BERKELEY, CA
(37.88029392800007, -122.29662403699996)",03/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000543,WALGREENS #2609/SP,"2995 SAN PABLO AVE
BERKELEY, CA
(37.85259076800003, -122.28670749999998)",11/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000505,WALGREENS #4614/ADEL,"2801 ADELINE ST
BERKELEY, CA
(37.85802838600006, -122.26769830699999)",02/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000662,WATERSIDE WORKSHOPS CAFE,"84 BOLIVAR DR
BERKELEY, CA
(37.86394917800004, -122.301237534)",11/01/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000502,WAT MONGKOLRATAMARAN,"1911 RUSSELL ST
BERKELEY, CA
(37.85624811100007, -122.27056287899995)",03/31/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000542,WEST BERKELEY SENIOR CENTER,"1900 6TH ST
BERKELEY, CA
(37.86892205800007, -122.29802290699996)",07/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001401,WESTBRAE BIERGARTEN,"1280 GILMAN ST
BERKELEY, CA
(37.88145236300005, -122.29019194299997)",03/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000250,WEST COAST PIZZA,"1706 UNIVERSITY AVE
BERKELEY, CA
(37.870913201000064, -122.27732562099999)",01/05/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000453,WEST SIDE BAKERY CAFE,"2570 NINTH ST
BERKELEY, CA
(37.85951022100005, -122.29150214499998)",01/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000228,WHOLE FOODS MARKET,"3000 TELEGRAPH AVE
BERKELEY, CA
(37.85546455900004, -122.25980402399995)",12/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001494,WHOLE FOODS MARKET #10530,"1025 GILMAN ST
BERKELEY, CA
(37.88016717700003, -122.29750553299999)",12/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000605,WILLARD MIDDLE SCHOOL CAFETERIA,"2425 STUART ST
BERKELEY, CA
(37.85967845400006, -122.25799263699997)",03/11/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000943,WINE THIEVES,"2926 DOMINGO AVE
BERKELEY, CA
(37.85854915400006, -122.24392379699998)",02/26/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000235,XTRA OIL CO/CHEVRON/SHAT,"2996 SHATTUCK AVE
BERKELEY, CA
(37.85547608200005, -122.26657367999996)",02/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000208,XTRA OIL CO/CHEVRON/THE ALAM,"1201 THE
BERKELEY, CA
(37.89028521600005, -122.27243061899998)",11/28/2012,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000624,YALIS OXFORD STREET CAFE,"1920 OXFORD ST
BERKELEY, CA
(37.87358534300006, -122.26633400499998)",01/27/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000550,YOGURTLAND,"2236 SHATTUCK AVE
BERKELEY, CA
(37.868810782000025, -122.26809108599997)",02/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000522,YOGURT PARK INC.,"2433 DURANT AVE
BERKELEY, CA
(37.867732129000046, -122.25992775999998)",09/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001476,YOLO BERRY YOGURT,"2114 SHATTUCK AVE
BERKELEY, CA
(37.87086941500007, -122.26830440699996)",02/27/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000535,ZABU ZABU,"1919 ADDISON ST
BERKELEY, CA
(37.87073805500006, -122.271802735)",05/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000215,ZACHARY'S CHICAGO PIZZA,"1853 SOLANO AVE
BERKELEY, CA
(37.89142842700005, -122.27850094899998)",05/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000950,ZAK'S SNACK,"1865 EUCLID AVE
BERKELEY, CA
(37.87530685200005, -122.26014509999999)",10/23/2012,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000294,ZATAR,"1981 SHATTUCK AVE
BERKELEY, CA
(37.87247223900005, -122.26837469599997)",10/23/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000446,ZUT ON FOURTH,"1820 FOURTH ST
BERKELEY, CA
(37.86946582600007, -122.30050731799997)",07/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
