Academic Yr,Semester Nm,Instructional Format Nm,Course Subject Short Nm,Enrollment Cnt,Offerings,EnrollPerOff,NA,Units
2010-11,Spring,Seminar,Chinese,14,2,7,171,46
2015-16,Spring,Seminar,Chinese,13,2,6.5,171,46
2012-13,Fall,Group,City & Regional Planning,23,4,5.75,171,46
2006-07,Spring,Group,Civil & Environmental Eng,25,6,4.166666667,171,46
2007-08,Fall,Seminar,Civil & Environmental Eng,46,2,23,171,46
2015-16,Spring,Laboratory,Cognitive Science,23,1,23,171,46
2013-14,Spring,Seminar,Computer Science,46,2,23,171,46
2013-14,Spring,Seminar,Development Practice,23,1,23,171,46
2011-12,Fall,Seminar,Earth & Planetary Science,23,1,23,171,46
2015-16,Spring,Colloquium,Earth & Planetary Science,46,1,46,171,46
2003-04,Spring,Unknown,Education,12,2,6,171,46
2006-07,Fall,Seminar,Electrical Engineering,46,1,46,171,46
2008-09,Fall,Seminar,Electrical Engineering,46,2,23,171,46
2009-10,Fall,Seminar,Electrical Engineering,46,2,23,171,46
2015-16,Spring,Discussion,"Env Sci, Policy, & Mgmt",16,2,8,171,46
2014-15,Spring,Group,Environmental Design,37,3,12.33333333,171,46
2004-05,Spring,Group,German,23,3,7.666666667,171,46
2010-11,Fall,Group,German,23,2,11.5,171,46
2006-07,Summer,Fieldwork,History of Art,14,1,14,171,46
2015-16,Fall,Lecture,Hungarian,13,2,6.5,171,46
2005-06,Fall,Discussion,Integrative Biology,23,1,23,171,46
2013-14,Spring,Session,Military Affairs,46,1,46,171,46
2013-14,Spring,Session,Molecular & Cell Biology,25,1,25,171,46
2009-10,Summer,Studio,Music,23,1,23,171,46
2004-05,Spring,Seminar,Neuroscience,23,9,2.555555556,171,46
2004-05,Fall,Fieldwork,Nutritional Science & Tox,15,2,7.5,171,46
2012-13,Spring,Fieldwork,Nutritional Science & Tox,18,1,18,171,46
2003-04,Fall,Discussion,Peace & Conflict Studies,46,1,46,171,46
2013-14,Fall,Fieldwork,Physical Education,24,2,12,171,46
2006-07,Fall,Group,Physics,23,2,11.5,171,46
2011-12,Spring,Laboratory,Plant Biology,34,3,11.33333333,171,46
2007-08,Fall,Workshop,Public Health,46,1,46,171,46
2008-09,Fall,Session,Public Health,23,1,23,171,46
2008-09,Spring,Lecture,Sanskrit,10,3,3.333333333,171,46
2007-08,Spring,Session,Scandinavian,13,3,4.333333333,171,46
2010-11,Summer,Session,Social Welfare,23,1,23,171,46
2006-07,Fall,Laboratory,Theater Dance & Perf Stds,33,3,11,171,46
2014-15,Spring,Group,UGIS-UG Interdisc Studies,21,2,10.5,171,46
2008-09,Fall,Lecture,Yiddish,12,2,6,171,46
2009-10,Spring,Seminar,Ag & Resource Econ & Pol,34,4,8.5,171,45
2012-13,Fall,Seminar,Ag & Resource Econ & Pol,31,4,7.75,171,45
2013-14,Fall,Group,Anthropology,24,5,4.8,171,45
2003-04,Spring,Lecture,Arabic,15,4,3.75,171,45
2013-14,Fall,Group,Architecture,37,5,7.4,171,45
2015-16,Fall,Lecture,Armenian,15,1,15,171,45
2006-07,Fall,Seminar,Astronomy,28,5,5.6,171,45
2010-11,Spring,Group,Astronomy,28,4,7,171,45
2005-06,Fall,Lecture,Bengali,9,1,9,171,45
2008-09,Spring,Session,Bengali,9,1,9,171,45
2012-13,Fall,Fieldwork,Berk-Columbia Exec MBA,15,1,15,171,45
2009-10,Spring,Lecture,Catalan,15,1,15,171,45
2015-16,Spring,Lecture,Catalan,15,1,15,171,45
2014-15,Fall,Session,College Writing Programs,15,1,15,171,45
2007-08,Fall,Group,Comparative Literature,36,2,18,171,45
2006-07,Spring,Discussion,Education,15,2,7.5,171,45
2010-11,Fall,Laboratory,Electrical Engineering,45,7,6.428571429,171,45
2015-16,Spring,Fieldwork,"Env Sci, Policy, & Mgmt",29,6,4.833333333,171,45
2011-12,Fall,Laboratory,Environmental Design,12,1,12,171,45
2015-16,Summer,Fieldwork,Ethnic Studies,25,7,3.571428571,171,45
2009-10,Fall,Lecture,Eurasian Studies,15,1,15,171,45
2009-10,Spring,Lecture,Eurasian Studies,15,1,15,171,45
2008-09,Spring,Group,Health & Medical Sciences,20,2,10,171,45
2004-05,Summer,Lecture,Industrial Eng & Ops Rsch,15,1,15,171,45
2008-09,Spring,Group,Industrial Eng & Ops Rsch,45,1,45,171,45
2009-10,Spring,Seminar,Japanese,19,3,6.333333333,171,45
2005-06,Summer,Lecture,Journalism,15,1,15,171,45
2009-10,Summer,Lecture,Landscape Arch & Env Plan,15,1,15,171,45
2003-04,Fall,Session,Linguistics,15,2,7.5,171,45
2011-12,Fall,Group,Linguistics,23,2,11.5,171,45
2013-14,Fall,Group,Linguistics,24,3,8,171,45
2014-15,Spring,Fieldwork,Linguistics,31,2,15.5,171,45
2010-11,Spring,Seminar,Mechanical Engineering,45,3,15,171,45
2006-07,Fall,Seminar,Nanoscale Science & Eng,45,2,22.5,171,45
2008-09,Spring,Seminar,Neuroscience,27,3,9,171,45
2006-07,Fall,Seminar,Nuclear Engineering,45,9,5,171,45
2011-12,Spring,Seminar,Nuclear Engineering,45,9,5,171,45
2004-05,Fall,Discussion,Nutritional Science & Tox,10,1,10,171,45
2005-06,Spring,Fieldwork,Nutritional Science & Tox,16,1,16,171,45
2010-11,Spring,Recitation,Persian,9,1,9,171,45
2008-09,Spring,Group,Physics,45,4,11.25,171,45
2014-15,Spring,Laboratory,Plant Biology,15,1,15,171,45
2009-10,Spring,Group,Political Economy,22,2,11,171,45
2009-10,Fall,Clinic,Psychology,15,2,7.5,171,45
2009-10,Spring,Clinic,Psychology,15,2,7.5,171,45
2004-05,Summer,Fieldwork,Public Health,15,1,15,171,45
2008-09,Spring,Group,Social Welfare,25,4,6.25,171,45
2010-11,Spring,Lecture,Thai,9,1,9,171,45
2011-12,Fall,Lecture,Thai,9,1,9,171,45
2012-13,Fall,Lecture,Thai,9,1,9,171,45
2013-14,Spring,Session,Theater Dance & Perf Stds,15,1,15,171,45
2004-05,Spring,Lecture,Tibetan,9,1,9,171,45
2013-14,Summer,Seminar,UGIS-UG Interdisc Studies,24,2,12,171,45
2007-08,Fall,Lecture,Yiddish,9,1,9,171,45
2004-05,Fall,Studio,African American Studies,22,1,22,171,44
2007-08,Spring,Group,American Studies,44,4,11,171,44
2008-09,Spring,Seminar,Art Practice,11,1,11,171,44
2012-13,Spring,Seminar,Art Practice,11,1,11,171,44
2006-07,Spring,Seminar,Asian American Studies,11,1,11,171,44
2015-16,Spring,Seminar,Asian American Studies,11,1,11,171,44
2003-04,Fall,Seminar,Astronomy,30,5,6,171,44
2011-12,Spring,Discussion,Astronomy,11,1,11,171,44
2006-07,Spring,Laboratory,Bioengineering,11,1,11,171,44
2012-13,Summer,Lecture,Buddhist Studies,11,1,11,171,44
2012-13,Summer,Lecture,Celtic Studies,11,1,11,171,44
2005-06,Summer,Seminar,Chicano Studies,11,1,11,171,44
2011-12,Fall,Seminar,Chinese,13,2,6.5,171,44
2005-06,Spring,Fieldwork,City & Regional Planning,22,4,5.5,171,44
2011-12,Summer,Fieldwork,Classics,11,1,11,171,44
2012-13,Fall,Group,College Writing Programs,22,2,11,171,44
2015-16,Fall,Discussion,Computational Biology,44,2,22,171,44
2014-15,Spring,Lecture,Critical Theory,11,2,5.5,171,44
2015-16,Fall,Lecture,Cuneiform,11,4,2.75,171,44
2007-08,Fall,Seminar,East Asian Languages,11,1,11,171,44
2015-16,Spring,Laboratory,Electrical Eng & Comp Sci,22,6,3.666666667,171,44
2012-13,Spring,Laboratory,Electrical Engineering,42,11,3.818181818,171,44
2014-15,Fall,Web-Based Lecture,Electrical Engineering,12,3,4,171,44
2003-04,Summer,Lecture,"Env Sci, Policy, & Mgmt",11,1,11,171,44
2007-08,Fall,Seminar,Environmental Design,18,2,9,171,44
2010-11,Fall,Laboratory,Environmental Sciences,44,17,2.588235294,171,44
2003-04,Spring,Seminar,Film,11,1,11,171,44
2007-08,Spring,Fieldwork,Film,22,2,11,171,44
2007-08,Spring,Seminar,Film,11,1,11,171,44
2009-10,Fall,Studio,Film,11,2,5.5,171,44
2004-05,Spring,Seminar,Folklore,11,1,11,171,44
2011-12,Spring,Seminar,Gender & Womens Studies,11,1,11,171,44
2009-10,Spring,Group,Health & Medical Sciences,23,3,7.666666667,171,44
2007-08,Spring,Group,History of Art,22,2,11,171,44
2008-09,Fall,Group,Info Mgmt & Systems,30,2,15,171,44
2011-12,Summer,Seminar,Interdisciplinary Studies,11,1,11,171,44
2004-05,Spring,Seminar,International & Area Stds,11,1,11,171,44
2012-13,Spring,Seminar,Italian Studies,11,2,5.5,171,44
2003-04,Fall,Seminar,Japanese,11,2,5.5,171,44
2004-05,Spring,Studio,Landscape Arch & Env Plan,11,1,11,171,44
2014-15,Fall,Laboratory,Landscape Arch & Env Plan,22,2,11,171,44
2008-09,Fall,Seminar,Latin American Studies,11,1,11,171,44
2010-11,Spring,Group,Legal Studies,20,3,6.666666667,171,44
2005-06,Fall,Workshop,Linguistics,22,1,22,171,44
2006-07,Fall,Session,Linguistics,11,1,11,171,44
2006-07,Spring,Session,Linguistics,11,1,11,171,44
2008-09,Fall,Group,Linguistics,22,2,11,171,44
2009-10,Spring,Seminar,Middle Eastern Studies,11,1,11,171,44
2013-14,Fall,Seminar,Middle Eastern Studies,11,1,11,171,44
2014-15,Fall,Session,Military Affairs,44,1,44,171,44
2012-13,Fall,Seminar,Near Eastern Studies,30,4,7.5,171,44
2005-06,Fall,Seminar,Neuroscience,22,13,1.692307692,171,44
2010-11,Fall,Lecture,Neuroscience,11,1,11,171,44
2005-06,Spring,Seminar,New Media,11,1,11,171,44
2010-11,Spring,Seminar,New Media,11,1,11,171,44
2014-15,Summer,Lecture,New Media,11,1,11,171,44
2010-11,Spring,Fieldwork,Nutritional Science & Tox,14,1,14,171,44
2005-06,Fall,Seminar,Peace & Conflict Studies,22,1,22,171,44
2003-04,Summer,Lecture,Physical Education,22,1,22,171,44
2006-07,Summer,Lecture,Physical Education,22,1,22,171,44
2011-12,Spring,Group,Physical Education,43,2,21.5,171,44
2013-14,Summer,Lecture,Plant Biology,11,1,11,171,44
2010-11,Summer,Seminar,Political Economy,11,1,11,171,44
2003-04,Spring,Seminar,Portuguese,11,1,11,171,44
2009-10,Fall,Workshop,Public Health,44,1,44,171,44
2012-13,Spring,Laboratory,Public Health,13,1,13,171,44
2010-11,Fall,Seminar,Slavic Languages & Lit,20,4,5,171,44
2010-11,Spring,Seminar,Slavic Languages & Lit,11,3,3.666666667,171,44
2013-14,Summer,Session,Social Welfare,22,1,22,171,44
2012-13,Summer,Seminar,Sociology,11,1,11,171,44
2010-11,Summer,Lecture,South & SE Asian Studies,11,1,11,171,44
2011-12,Fall,Group,South & SE Asian Studies,28,2,14,171,44
2006-07,Fall,Seminar,Southeast Asian,11,1,11,171,44
2004-05,Spring,Group,Spanish,44,4,11,171,44
2013-14,Spring,Seminar,Theater Dance & Perf Stds,18,2,9,171,44
2013-14,Spring,Web-Based Lecture,UGIS-UG Interdisc Studies,11,1,11,171,44
2003-04,Summer,Studio,Visual Studies,11,1,11,171,44
2013-14,Fall,Studio,Visual Studies,11,1,11,171,44
2012-13,Fall,Lecture,Yiddish,10,2,5,171,44
2003-04,Fall,Lecture,Aerospace Studies,43,2,21.5,171,43
2006-07,Spring,Group,American Studies,43,2,21.5,171,43
2005-06,Fall,Group,Chicano Studies,16,3,5.333333333,171,43
2013-14,Fall,Group,City & Regional Planning,20,3,6.666666667,171,43
2013-14,Fall,Group,Classics,22,2,11,171,43
2012-13,Summer,Fieldwork,Computer Science,41,5,8.2,171,43
2010-11,Spring,Seminar,Demography,13,3,4.333333333,171,43
2011-12,Fall,Discussion,Earth & Planetary Science,23,2,11.5,171,43
2003-04,Fall,Lecture,East European Studies,17,2,8.5,171,43
2007-08,Fall,Laboratory,Education,43,4,10.75,171,43
2003-04,Spring,Laboratory,Electrical Engineering,43,4,10.75,171,43
2005-06,Fall,Seminar,Electrical Engineering,43,1,43,171,43
2006-07,Spring,Seminar,Energy and Resources,27,3,9,171,43
2007-08,Spring,Group,Energy and Resources,22,5,4.4,171,43
2014-15,Summer,Seminar,Environmental Design,11,2,5.5,171,43
2010-11,Summer,Seminar,Journalism,11,1,11,171,43
2012-13,Summer,Lecture,Latin American Studies,12,2,6,171,43
2015-16,Fall,Group,Legal Studies,27,4,6.75,171,43
2003-04,Fall,Lecture,Medieval Studies,13,1,13,171,43
2005-06,Fall,Session,Molecular & Cell Biology,23,1,23,171,43
2009-10,Fall,Session,Molecular & Cell Biology,24,1,24,171,43
2009-10,Fall,Seminar,Nuclear Engineering,43,9,4.777777778,171,43
2012-13,Spring,Fieldwork,Physical Education,23,2,11.5,171,43
2010-11,Spring,Seminar,Plant Biology,36,4,9,171,43
2004-05,Fall,Seminar,Portuguese,22,2,11,171,43
2009-10,Fall,Group,Psychology,40,3,13.33333333,171,43
2011-12,Spring,Workshop,Public Health,43,1,43,171,43
2006-07,Fall,Group,Public Policy,20,1,20,171,43
2013-14,Fall,Lecture,Tamil,9,2,4.5,171,43
2011-12,Spring,Seminar,Theater Dance & Perf Stds,13,2,6.5,171,43
2015-16,Spring,Laboratory,Theater Dance & Perf Stds,25,3,8.333333333,171,43
2007-08,Fall,Seminar,Vision Science,39,3,13,171,43
2004-05,Fall,Group,Anthropology,42,3,14,171,42
2004-05,Spring,Studio,Architecture,21,1,21,171,42
2003-04,Fall,Seminar,Art Practice,14,1,14,171,42
2008-09,Fall,Seminar,Astronomy,27,5,5.4,171,42
2006-07,Spring,Group,Chinese,21,4,5.25,171,42
2006-07,Spring,Seminar,Chinese,13,2,6.5,171,42
2014-15,Spring,Group,Classics,21,2,10.5,171,42
2014-15,Spring,Seminar,Classics,14,2,7,171,42
2009-10,Fall,Lecture,Cuneiform,10,3,3.333333333,171,42
2010-11,Spring,Lecture,Cuneiform,12,4,3,171,42
2015-16,Fall,Seminar,Development Practice,21,1,21,171,42
2004-05,Fall,Group,Earth & Planetary Science,27,2,13.5,171,42
2013-14,Fall,Fieldwork,Earth & Planetary Science,21,1,21,171,42
2015-16,Fall,Discussion,Earth & Planetary Science,21,2,10.5,171,42
2013-14,Summer,Discussion,Education,14,2,7,171,42
2003-04,Fall,Laboratory,Electrical Engineering,42,6,7,171,42
2006-07,Spring,Seminar,Electrical Engineering,42,2,21,171,42
2007-08,Spring,Seminar,Energy and Resources,27,2,13.5,171,42
2014-15,Spring,Group,Energy and Resources,21,2,10.5,171,42
2015-16,Fall,Seminar,Energy and Resources,28,3,9.333333333,171,42
2006-07,Spring,Laboratory,"Env Sci, Policy, & Mgmt",42,3,14,171,42
2010-11,Spring,Group,Environmental Sciences,21,2,10.5,171,42
2010-11,Spring,Laboratory,Environmental Sciences,42,14,3,171,42
2006-07,Fall,Session,Eurasian Studies,14,1,14,171,42
2013-14,Summer,Fieldwork,Evening & Weekend MBA,14,1,14,171,42
2015-16,Fall,Seminar,Evening & Weekend MBA,14,1,14,171,42
2005-06,Fall,Seminar,Interdepartmental Studies,31,2,15.5,171,42
2011-12,Spring,Group,International & Area Stds,21,2,10.5,171,42
2006-07,Spring,Group,Jewish Studies,40,2,20,171,42
2009-10,Fall,Group,Legal Studies,21,2,10.5,171,42
2003-04,Spring,Workshop,Linguistics,21,1,21,171,42
2004-05,Fall,Workshop,Linguistics,21,1,21,171,42
2004-05,Spring,Workshop,Linguistics,21,1,21,171,42
2005-06,Spring,Session,Linguistics,11,2,5.5,171,42
2006-07,Fall,Workshop,Linguistics,21,1,21,171,42
2007-08,Fall,Group,Middle Eastern Studies,18,2,9,171,42
2003-04,Fall,Lecture,Military Affairs,14,1,14,171,42
2004-05,Spring,Lecture,Military Affairs,14,2,7,171,42
2007-08,Fall,Seminar,Military Affairs,14,1,14,171,42
2008-09,Spring,Lecture,Military Affairs,14,2,7,171,42
2004-05,Fall,Session,Molecular & Cell Biology,21,1,21,171,42
2010-11,Fall,Session,Molecular & Cell Biology,26,2,13,171,42
2005-06,Fall,Seminar,Natural Resources,42,3,14,171,42
2008-09,Fall,Seminar,Natural Resources,42,3,14,171,42
2008-09,Spring,Group,Nutritional Science & Tox,42,4,10.5,171,42
2015-16,Fall,Seminar,Nutritional Science & Tox,41,3,13.66666667,171,42
2015-16,Fall,Group,Physical Education,33,3,11,171,42
2010-11,Fall,Discussion,Plant Biology,42,3,14,171,42
2011-12,Fall,Seminar,Portuguese,24,2,12,171,42
2012-13,Fall,Clinic,Psychology,14,2,7,171,42
2008-09,Spring,Session,Public Health,17,2,8.5,171,42
2010-11,Spring,Laboratory,Public Health,15,1,15,171,42
2015-16,Spring,Laboratory,Public Health,13,1,13,171,42
2006-07,Spring,Group,Slavic Languages & Lit,21,2,10.5,171,42
2011-12,Summer,Session,Social Welfare,21,1,21,171,42
2015-16,Summer,Group,Social Welfare,14,1,14,171,42
2004-05,Spring,Group,South & SE Asian Studies,22,4,5.5,171,42
2008-09,Spring,Lecture,Tamil,10,2,5,171,42
2009-10,Summer,Session,Theater Dance & Perf Stds,14,1,14,171,42
2012-13,Fall,Group,Theater Dance & Perf Stds,42,4,10.5,171,42
2003-04,Fall,Seminar,UGIS-UG Interdisc Studies,4,1,4,171,42
2006-07,Fall,Seminar,UGIS-UG Interdisc Studies,4,1,4,171,42
2012-13,Fall,Seminar,UGIS-UG Interdisc Studies,4,1,4,171,42
2008-09,Fall,Seminar,Arabic,13,2,6.5,171,41
2009-10,Spring,Seminar,Arabic,13,2,6.5,171,41
2015-16,Fall,Fieldwork,Art Practice,12,1,12,171,41
2015-16,Fall,Lecture,Bosnian/Croatian/Serbian,9,2,4.5,171,41
2011-12,Spring,Group,Chemical Engineering,20,1,20,171,41
2006-07,Spring,Fieldwork,Chicano Studies,30,3,10,171,41
2008-09,Fall,Group,City & Regional Planning,32,4,8,171,41
2014-15,Spring,Group,City & Regional Planning,41,6,6.833333333,171,41
2009-10,Fall,Group,Comparative Literature,34,3,11.33333333,171,41
2008-09,Fall,Discussion,Computer Science,41,1,41,171,41
2007-08,Spring,Lecture,Cuneiform,9,3,3,171,41
2013-14,Spring,Internship,Education,6,2,3,171,41
2007-08,Fall,Lecture,Egyptian,9,2,4.5,171,41
2005-06,Spring,Group,Energy and Resources,24,3,8,171,41
2003-04,Spring,Laboratory,Environmental Sciences,41,11,3.727272727,171,41
2008-09,Fall,Laboratory,Environmental Sciences,41,19,2.157894737,171,41
2009-10,Fall,Laboratory,Environmental Sciences,41,15,2.733333333,171,41
2009-10,Spring,Laboratory,Environmental Sciences,41,9,4.555555556,171,41
2015-16,Summer,Seminar,Journalism,14,4,3.5,171,41
2012-13,Fall,Session,Military Affairs,41,1,41,171,41
2005-06,Spring,Laboratory,Music,41,8,5.125,171,41
2013-14,Spring,Seminar,Near Eastern Studies,23,3,7.666666667,171,41
2010-11,Fall,Seminar,Nuclear Engineering,41,9,4.555555556,171,41
2004-05,Spring,Group,Nutritional Science & Tox,21,2,10.5,171,41
2005-06,Fall,Fieldwork,Nutritional Science & Tox,15,1,15,171,41
2011-12,Fall,Discussion,Plant Biology,41,3,13.66666667,171,41
2015-16,Spring,Seminar,Portuguese,17,2,8.5,171,41
2009-10,Spring,Session,Scandinavian,11,3,3.666666667,171,41
2003-04,Fall,Studio,African American Studies,20,1,20,171,40
2007-08,Fall,Group,American Studies,21,2,10.5,171,40
2003-04,Spring,Seminar,Art Practice,13,2,6.5,171,40
2007-08,Spring,Seminar,Asian American Studies,10,1,10,171,40
2009-10,Summer,Seminar,Asian American Studies,10,1,10,171,40
2006-07,Fall,Discussion,Astronomy,10,1,10,171,40
2008-09,Fall,Group,Astronomy,20,2,10,171,40
2008-09,Spring,Discussion,Astronomy,10,1,10,171,40
2012-13,Spring,Discussion,Astronomy,10,1,10,171,40
2005-06,Spring,Lecture,Bengali,8,1,8,171,40
2006-07,Fall,Session,Bengali,8,1,8,171,40
2010-11,Fall,Session,Bengali,8,1,8,171,40
2011-12,Spring,Lecture,Bengali,8,1,8,171,40
2013-14,Fall,Lecture,Bengali,8,1,8,171,40
2011-12,Fall,Seminar,Buddhist Studies,17,4,4.25,171,40
2013-14,Fall,Laboratory,Chemistry,20,1,20,171,40
2003-04,Spring,Fieldwork,Chicano Studies,27,4,6.75,171,40
2006-07,Summer,Seminar,Chicano Studies,10,1,10,171,40
2013-14,Fall,Seminar,Chinese,14,3,4.666666667,171,40
2008-09,Fall,Studio,City & Regional Planning,10,1,10,171,40
2011-12,Fall,Studio,City & Regional Planning,10,1,10,171,40
2010-11,Summer,Fieldwork,Classics,10,1,10,171,40
2011-12,Spring,Group,Classics,20,2,10,171,40
2015-16,Spring,Laboratory,Computer Science,26,1,26,171,40
2005-06,Spring,Lecture,Cuneiform,8,1,8,171,40
2005-06,Fall,Seminar,Demography,10,2,5,171,40
2008-09,Spring,Seminar,Demography,10,1,10,171,40
2015-16,Spring,Fieldwork,Earth & Planetary Science,20,1,20,171,40
2004-05,Spring,Lecture,Egyptian,8,1,8,171,40
2004-05,Spring,Seminar,Environ Econ & Policy,20,1,20,171,40
2006-07,Spring,Laboratory,Environmental Design,10,1,10,171,40
2008-09,Summer,Seminar,Environmental Design,8,1,8,171,40
2015-16,Spring,Laboratory,Environmental Design,11,1,11,171,40
2006-07,Spring,Group,Environmental Sciences,21,2,10.5,171,40
2004-05,Summer,Lecture,Eurasian Studies,5,1,5,171,40
2004-05,Fall,Studio,Film,10,1,10,171,40
2007-08,Fall,Seminar,Film,10,1,10,171,40
2012-13,Fall,Studio,Film,10,1,10,171,40
2006-07,Spring,Seminar,Folklore,10,1,10,171,40
2009-10,Spring,Seminar,Gender & Womens Studies,10,1,10,171,40
2011-12,Spring,Group,Gender & Womens Studies,20,4,5,171,40
2015-16,Fall,Group,Health & Medical Sciences,20,2,10,171,40
2012-13,Summer,Lecture,Hindi-Urdu,4,1,4,171,40
2012-13,Spring,Group,Interdisciplinary Studies,32,3,10.66666667,171,40
2005-06,Spring,Group,International & Area Stds,20,2,10,171,40
2006-07,Spring,Seminar,Japanese,11,1,11,171,40
2010-11,Spring,Seminar,Japanese,11,2,5.5,171,40
2012-13,Spring,Seminar,Japanese,10,2,5,171,40
2009-10,Spring,Lecture,Jewish Studies,20,1,20,171,40
2014-15,Summer,Seminar,Journalism,12,3,4,171,40
2003-04,Spring,Session,Landscape Arch & Env Plan,20,1,20,171,40
2003-04,Summer,Lecture,Latin American Studies,10,4,2.5,171,40
2010-11,Spring,Seminar,Letters & Science,16,2,8,171,40
2015-16,Spring,Seminar,Letters & Science,20,2,10,171,40
2012-13,Fall,Session,Linguistics,10,1,10,171,40
2012-13,Spring,Seminar,Medieval Studies,10,1,10,171,40
2003-04,Fall,Unknown,Middle Eastern Studies,10,1,10,171,40
2009-10,Fall,Lecture,Middle Eastern Studies,10,1,10,171,40
2012-13,Summer,Seminar,Middle Eastern Studies,10,1,10,171,40
2015-16,Spring,Session,Military Affairs,40,1,40,171,40
2008-09,Fall,Session,Molecular & Cell Biology,22,1,22,171,40
2006-07,Spring,Laboratory,Music,40,8,5,171,40
2005-06,Summer,Seminar,Native American Studies,10,1,10,171,40
2004-05,Spring,Seminar,Natural Resources,40,3,13.33333333,171,40
2009-10,Fall,Seminar,Natural Resources,40,3,13.33333333,171,40
2010-11,Fall,Workshop,Near Eastern Studies,10,1,10,171,40
2008-09,Spring,Seminar,New Media,10,1,10,171,40
2004-05,Spring,Seminar,Nuclear Engineering,40,9,4.444444444,171,40
2008-09,Fall,Seminar,Nuclear Engineering,40,10,4,171,40
2013-14,Spring,Recitation,Persian,8,1,8,171,40
2013-14,Summer,Lecture,Physical Education,20,1,20,171,40
2014-15,Summer,Lecture,Physical Education,20,1,20,171,40
2014-15,Spring,Group,Physical Education,38,2,19,171,40
2015-16,Fall,Group,Plant Biology,20,2,10,171,40
2008-09,Spring,Fieldwork,Psychology,19,6,3.166666667,171,40
2006-07,Fall,Session,Public Health,20,1,20,171,40
2013-14,Spring,Laboratory,Public Health,14,1,14,171,40
2009-10,Spring,Lecture,Sanskrit,8,2,4,171,40
2004-05,Spring,Group,Scandinavian,20,2,10,171,40
2005-06,Spring,Session,Scandinavian,10,2,5,171,40
2009-10,Fall,Lecture,Science & Math Education,30,2,15,171,40
2015-16,Summer,Session,Social Welfare,20,1,20,171,40
2007-08,Summer,Seminar,Sociology,10,1,10,171,40
2011-12,Fall,Group,Spanish,37,4,9.25,171,40
2015-16,Spring,Group,Spanish,28,2,14,171,40
2005-06,Fall,Seminar,Tamil,10,1,10,171,40
2005-06,Spring,Seminar,Tamil,10,1,10,171,40
2009-10,Spring,Lecture,Thai,8,1,8,171,40
2015-16,Fall,Laboratory,Theater Dance & Perf Stds,22,3,7.333333333,171,40
2004-05,Fall,Lecture,Tibetan,8,1,8,171,40
2005-06,Spring,Lecture,Tibetan,8,2,4,171,40
2012-13,Fall,Group,UGIS-UG Interdisc Studies,21,2,10.5,171,40
2011-12,Fall,Studio,Visual Studies,10,1,10,171,40
2013-14,Spring,Studio,Visual Studies,10,1,10,171,40
2007-08,Spring,Lecture,Yiddish,8,1,8,171,40
2003-04,Fall,Seminar,Political Economy,5,3,1.666666667,171,39.5
2004-05,Fall,Seminar,Political Economy,5,2,2.5,171,39.5
2011-12,Fall,Group,Anthropology,33,4,8.25,171,39
2006-07,Spring,Lecture,Applied Science & Tech,13,3,4.333333333,171,39
2005-06,Spring,Group,Bioengineering,29,5,5.8,171,39
2007-08,Summer,Web-Based Lecture,Business Admin-Undergrad,13,1,13,171,39
2008-09,Spring,Lecture,Catalan,13,1,13,171,39
2005-06,Spring,Laboratory,Chemical Engineering,13,1,13,171,39
2008-09,Fall,Group,Chemical Engineering,18,2,9,171,39
2010-11,Spring,Laboratory,Chemical Engineering,13,1,13,171,39
2005-06,Fall,Group,Chemistry,39,2,19.5,171,39
2007-08,Spring,Group,City & Regional Planning,28,6,4.666666667,171,39
2012-13,Spring,Seminar,Cognitive Science,13,1,13,171,39
2005-06,Fall,Group,Comparative Literature,22,1,22,171,39
2003-04,Fall,Lecture,Cuneiform,9,3,3,171,39
2006-07,Fall,Lecture,Cuneiform,11,2,5.5,171,39
2012-13,Spring,Group,Demography,26,1,26,171,39
2012-13,Summer,Discussion,Education,13,2,6.5,171,39
2013-14,Fall,Laboratory,Education,39,3,13,171,39
2013-14,Fall,Web-Based Lecture,Education,39,1,39,171,39
2008-09,Spring,Laboratory,Electrical Engineering,39,9,4.333333333,171,39
2008-09,Spring,Seminar,Environmental Design,13,2,6.5,171,39
2015-16,Fall,Group,Industrial Eng & Ops Rsch,36,4,9,171,39
2014-15,Fall,Seminar,Info Mgmt & Systems,13,2,6.5,171,39
2015-16,Fall,Group,Interdisciplinary Studies,17,1,17,171,39
2009-10,Fall,Lecture,Iranian,13,2,6.5,171,39
2010-11,Spring,Lecture,Khmer,9,3,3,171,39
2014-15,Fall,Fieldwork,Linguistics,28,2,14,171,39
2005-06,Summer,Workshop,Mathematics,39,1,39,171,39
2006-07,Spring,Lecture,Medieval Studies,10,1,10,171,39
2010-11,Spring,Lecture,Middle Eastern Studies,13,1,13,171,39
2009-10,Spring,Lecture,Military Affairs,13,2,6.5,171,39
2008-09,Spring,Session,Molecular & Cell Biology,21,1,21,171,39
2006-07,Fall,Laboratory,Music,39,8,4.875,171,39
2009-10,Spring,Lecture,Nanoscale Science & Eng,13,1,13,171,39
2014-15,Spring,Lecture,Nanoscale Science & Eng,12,2,6,171,39
2007-08,Spring,Seminar,Natural Resources,39,3,13,171,39
2007-08,Fall,Discussion,Peace & Conflict Studies,39,1,39,171,39
2006-07,Fall,Group,Plant Biology,20,3,6.666666667,171,39
2014-15,Fall,Seminar,Portuguese,21,2,10.5,171,39
